url,title,part_id,brand,availability,price,symptoms,product_types,installation_difficulty,installation_time,related_parts,replacement_parts,video_url,description
https://www.partselect.com/PS12364199-Frigidaire-242126602-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18,Refrigerator Door Shelf Bin 242126602,PS12364199,Frigidaire,In Stock,47.95,N/A,Refrigerator.,N/A,N/A,N/A,AP6278233,https://www.youtube.com/watch?v=d6AvOkulk_g,"This manufacturer-certified Refrigerator Door Shelf Bin, also known as a crisper bin or door shelf bin, is made of clear plastic, and is easy to install. It is used to hold items in the fridge, like jars, cans, and condiments and you'll be able to visually see if the part is broken or cracked. This particular shelf attaches to the fridge door. You can check if this model is right for your appliance by checking your user manual and model number. This part should simply snap into place without the need for any tools as part of the repair. Just carefully line up the slots on the door with the slots on the bin and slide the bin down to completely lock it into place. The part is sold individually, and fits many different types of side-by-side refrigerators."
https://www.partselect.com/PS734935-Frigidaire-240534901-Door-Shelf-Retainer-Bar.htm?SourceCode=18,Door Shelf Retainer Bar 240534901,PS734935,Frigidaire,In Stock,41.95,Door won’t open or close | Leaking,Refrigerator.,N/A,N/A,N/A,"AP3214630,  948954,  240534901",https://www.youtube.com/watch?v=RBJ10wFvJ2M,"This door shelf retaining bar, also known as refrigerator door bar retainer or fridge door rack, is a genuine part sourced from the original manufacturer. It is a white This manufacturer-certified Door Shelf Retainer Bar, sometimes otherwise known as the door rack or bar retainer,  is a white, plastic part which can be easily installed onto the inside of the refrigerator or freezer door to hold items on the door shelves.  It holds items in your fridge and will show physical damage if broken or warped, at which time it should be replaced. Check your user manual and model number to see if this part is right for you. No tools are required for this installation, the part should simply snap into place. This part measures roughly 25 inches wide, 3 inches high, and 5 inches deep. This part is sold individually, and we recommend checking the other door shelf retaining bars on your refrigerator or freezer at the same time as ordering this part to ensure that no others need to be replaced, as they often wear or warp at similar speeds."
https://www.partselect.com/PS734936-Frigidaire-240534701-Door-Shelf-Retainer-Bar.htm?SourceCode=18,Door Shelf Retainer Bar 240534701,PS734936,Frigidaire,In Stock,49.95,Door won’t open or close,Refrigerator.,N/A,N/A,N/A,"AP3214631,  948952,  240534701",https://www.youtube.com/watch?v=JGlCNEgLfM0,"The Door Shelf Retainer Bar, also known as a refrigerator door rack, is a white, plastic part which can be easily installed onto your fridge door.  It holds items in your fridge and will show physical damage if broken, at which time it should be replaced. Check your user manual and model number to see if this part is right for you. To install this part, you will need to remove the old one by unlocking the tabs, which can be slid with your fingers. To install the new shelf, line it up with the shelf cut-outs, over the tabs, and gently press it down to lock it into place. This part generally fits the middle door shelf of refrigerators. This is a part that frequently requires multiple parts per refrigerator. Because it is sold individually, you will need to purchase as many door racks as necessary to complete your repair."
https://www.partselect.com/PS2358880-Frigidaire-241993101-Front-Crisper-Cover-Support.htm?SourceCode=18,Front Crisper Cover Support 241993101,PS2358880,Frigidaire,In Stock,11.95,Door won’t open or close,Refrigerator.,N/A,N/A,N/A,"AP4427109,  1513082,  240423701,  7241993101",https://www.youtube.com/watch?v=V_QewaKvc5M,"This crisper cover front support is used to keep the crisper shelf in place and may need replacing if the door will not open or close. This white, OEM part measures roughly 1 inch in diameter and can be used for the front and the rear support, as designed by the manufacturer, and mounts to the inside cabinet wall. Replacing this part is an easy repair, and will require a small flat blade screwdriver, a putty knife, and a soft hammer. Remove the crisper and shelf from the refrigerator before replacing the support. The crisper cover front support is held in place with a locking pin. To remove the old part, you will first need to push the pin into the interior of the cabinet using the screwdriver, and then you can pull the support out with a putty knife. If you cannot get the pin out you can use a flat-blade screwdriver to push it down and out of sight and it will not harm anything in your refrigerator After removing the pin and attaching the new support, simply use the soft hammer to lock the new pin in place."
https://www.partselect.com/PS429724-Frigidaire-240323001-Refrigerator-Door-Bin.htm?SourceCode=18,Refrigerator Door Bin 240323001,PS429724,Frigidaire,In Stock,34.95,Ice maker not making ice | Door won’t open or close | Noisy | Ice maker won’t dispense ice,Refrigerator.,N/A,N/A,N/A,"AP2115741,  890954,  240323001,  240323001,  240323007",https://www.youtube.com/watch?v=d6AvOkulk_g,"This door bin (Bottom Door Bin, Refrigerator Door Bin, Door Shelf Bin, Refrigerator Door Bin) is a movable bin mounted on the inner door to hold food items, bottles, and jars. Over time, a cold refrigerator can cause plastic to become fragile and break down. This can lead to other issues in the refrigerator. When the door bin will not hold securely onto the inner door panel, it must be replaced. This door bin measures 5.75 inches high, 16 inches wide, by 4.25 inches deep and is made of white plastic. Sold individually."
https://www.partselect.com/PS11752778-Whirlpool-WPW10321304-Refrigerator-Door-Bin.htm?SourceCode=18,Refrigerator Door Bin WPW10321304,PS11752778,Whirlpool,In Stock,45.08,Door won’t open or close | Ice maker won’t dispense ice | Leaking,Refrigerator.,N/A,N/A,N/A,"AP6019471,  2171046,  2171047,  2179574,  2179575,  2179607,  2179607K,  2198449,  2198449K,  2304235,  2304235K,  W10321302,  W10321303,  W10321304,  W10549739,  WPW10321304VP",https://www.youtube.com/watch?v=zSCNN6KpDE8,"This refrigerator door bin is a genuine OEM replacement designed to fit many side-by-side refrigerator models. Compatible with brands like KitchenAid, Maytag, and Amana, it attaches to the interior door, providing storage for jars and bottles. Featuring a clear design with white trim, this bin is both durable and functional. Installation is tool-free—simply align and snap into place. Verify your refrigerator’s model number before ordering to ensure compatibility, as dimensions may vary slightly. Restore your refrigerator's storage capacity and organization with this high-quality replacement door bin."
https://www.partselect.com/PS429868-Frigidaire-240337901-Refrigerator-Door-Shelf-Retainer-Bin.htm?SourceCode=18,Refrigerator Door Shelf Retainer Bin 240337901,PS429868,Frigidaire,In Stock,51.95,Door won’t open or close | Noisy | Touchpad does not respond,Refrigerator.,N/A,N/A,N/A,"AP2115858,  891047,  240337901,  240337904,  240337905",https://www.youtube.com/watch?v=nr8TPEghgjs,"This refrigerator door shelf attaches to the inside of the refrigerator door, typically holds jars and bottles, The manufacturer-approved Refrigerator Door Shelf Retainer Bar, sometimes known as the door rack or bar retainer, is a white, plastic part which can be easily installed onto your fridge door. Just snap the old part up and out of place, and push to snap the new part in its place.  This part holds items in your fridge like jars and bottles and will show physical damage if broken, at which time it should be replaced. Check your user manual and model number to see if this part is right for you, as there are likely to be several different sizes and part numbers for the various different door racks in your fridge. You want to make sure you've selected the right one!  This part is 24.25 inches wide and 3.75 inches deep and features open square latches. This part is sold individually."
https://www.partselect.com/PS430122-Frigidaire-240356402-Door-Bin-Clear.htm?SourceCode=18,Door Bin (Clear) 240356402,PS430122,Frigidaire,In Stock,70.95,N/A,Refrigerator.,N/A,N/A,N/A,"AP2549958,  891214,  240356402,  240356407,  240356408,  240356410,  240356411,  240356413,  240356414,  240356415,  240356416,  240430305,  240430307,  240430311,  240430312,  240430325,  241808205,  241808206,  241808221,  241808229",https://www.youtube.com/watch?v=d6AvOkulk_g,"This genuine refrigerator door bin is perfect for storing items on your fridge door. Made from clear plastic, it’s easy to install with no tools required—just snap it into place. Ideal for replacing cracked or stained bins, it’s sold individually."
https://www.partselect.com/PS429871-Frigidaire-240338001-Refrigerator-Door-Shelf-Bin.htm?SourceCode=18,Refrigerator Door Shelf Bin 240338001,PS429871,Frigidaire,In Stock,39.95,Door won’t open or close | Noisy,Refrigerator.,N/A,N/A,N/A,"AP2115859,  891049,  240338001,  240338005",https://www.youtube.com/watch?v=G-A1YKp0o0o,"This manufacturer-approved Refrigerator Door Shelf Bin is made of white plastic and is easy to install. It is used to hold heavier items in the fridge, and you'll be able to visually see if the part is broken. This particular shelf attaches to the fridge door and is designed for the UPPER shelf. You can check if this model is right for your appliance by checking your user manual and model number. This is a simple repair that requires only that you snap the old part out of place and snap the new one into place."
https://www.partselect.com/PS735091-Frigidaire-240535101-Door-Rack.htm?SourceCode=18,Door Rack 240535101,PS735091,Frigidaire,In Stock,37.95,Door won’t open or close,Refrigerator.,N/A,N/A,N/A,"AP3214801,  948956,  240535101",https://www.youtube.com/watch?v=_DIkHXz_0oU,"The Door Rack (also known as a retainer bar) is a 23"" white plastic part used to hold small items inside the fridge door. If broken, it should be replaced. Refer to your user manual and model number to determine if this part is correct for you. This is a simple part to repair and should not require any tools. Most customers found it to be very easy to simply snap the old rack out of place and snap the new one back in, making sure the locking tabs are secure. This part is sold individually and not as a part of a kit. It is certified by the original manufacturer."
